bld_key,unit_seq,ho_nm,flr_no,ho_nm_source_cd
10221100208445,7,401,4,expos
10221100208445,8,402,4,expos
10221100267969,1,본가구,1,implicit
1022117345,1,본가구,1,implicit
1022117643,1,본가구,1,implicit
1022134711,1,,,field
1022134711,2,,,field
1022131387,1,,,field
1022131387,2,,,field
1022131387,3,,,field
10221100263988,1,본가구,1,implicit
10221100263388,1,본가구,1,implicit
10221100274489,1,본가구,1,implicit
1022110865,1,,,field
1022110865,2,,,field
1022110865,3,,,field
1022110865,4,,,field
1022110865,5,,,field
1022110865,6,,,field
1022123725,1,,,field
1022123725,2,,,field
1022123725,3,,,field
1022123725,4,,,field
1022123725,5,,,field
10221100226241,1,201,2,expos
10221100226241,2,202,2,expos
10221100226241,3,301,3,expos
10221100226241,4,302,3,expos
10221100226241,5,401,4,expos
10221100226241,6,402,4,expos
1022110584,1,,,field
1022110584,2,,,field
1022110584,3,,,field
1022110584,4,,,field
1022110584,5,,,field
1022110584,6,,,field
1022111802,1,,,field
1022111802,2,,,field
1022111802,3,,,field
1022111802,4,,,field
1022111802,5,,,field
1022111802,6,,,field
102214871,1,본가구,1,implicit
10221100252133,1,본가구,1,implicit
1022134853,1,본가구,1,implicit
102217111,1,,,field
102217111,2,,,field
102217111,3,,,field
1000000000000000319329,1,본가구,1,implicit
10221100261648,1,,,field
10221100261648,2,,,field
10221100261648,3,,,field
10221100261648,4,,,field
10221100261648,5,,,field
10221100261648,6,,,field
10221100261648,7,,,field
102215490,1,본가구,1,implicit
1022130284,1,,,field
1022130284,2,,,field
1022130284,3,,,field
1022130284,4,,,field
1022130284,5,,,field
1022130284,6,,,field
1022130284,7,,,field
1022130284,8,,,field
102218106,1,1층101호,1,expos
102218106,2,1층102호,1,expos
102218106,3,2층201호,2,expos
102218106,4,2층202호,2,expos
102218106,5,지하B01호,1,expos
102218106,6,지하B02호,1,expos
1022125774,1,,,field
1022125774,2,,,field
1022125774,3,,,field
1022125774,4,,,field
1022125774,5,,,field
1022125774,6,,,field
1022125774,7,,,field
102213714,1,,,field
102213714,2,,,field
102213714,3,,,field
102213714,4,,,field
102213714,5,,,field
102213714,6,,,field
102213714,7,,,field
102213714,8,,,field
102213714,9,,,field
102213714,10,,,field
102213714,11,,,field
102213714,12,,,field
102213714,13,,,field
1022110657,1,,,field
1022110657,2,,,field
1022110657,3,,,field
1022110657,4,,,field
1022110657,5,,,field
1022110657,6,,,field
1022110657,7,,,field
1022110657,8,,,field
10221100213645,1,,,field
10221100213645,2,,,field
10221100213645,3,,,field
10221100213645,4,,,field
10221100213645,5,,,field
10221100213645,6,,,field
10221100213645,7,,,field
1022120614,1,본가구,1,implicit
1022126745,1,본가구,1,implicit
1022133561,1,본가구,1,implicit
1022134845,1,1층201호,1,expos
1022134845,2,1층202호,1,expos
1022134845,3,2층301호,2,expos
1022134845,4,지하101호,1,expos
1022134845,5,지하102호,1,expos
1022134227,1,본가구,1,implicit
102219440,1,본가구,1,implicit
1022125861,1,1층201호,1,expos
1022125861,2,1층202호,1,expos
1022125861,3,1층203호,1,expos
1022125861,4,2층301호,2,expos
1022125861,5,2층302호,2,expos
1022125861,6,2층303호,2,expos
1022125861,7,3층401호,3,expos
1022125861,8,3층402호,3,expos
1022125861,9,3층403호,3,expos
1022125861,10,지하101호,1,expos
1022125861,11,지하102호,1,expos
1022125861,12,지하103호,1,expos
1022125931,1,,,field
1022125931,2,,,field
1022125931,3,,,field
1022125931,4,,,field
1022125931,5,,,field
1022125931,6,,,field
1022125931,7,,,field
1022134618,1,,,field
1022134618,2,,,field
1022134618,3,,,field
1022134618,4,,,field
1022134618,5,,,field
1022134618,6,,,field
10221100266569,1,본가구,1,implicit
102217056,1,본가구,1,implicit
102218347,1,본가구,1,implicit
102216854,1,,,field
102216854,2,,,field
102216854,3,,,field
102216854,4,,,field
102216854,5,,,field
102216854,6,,,field
10221100190565,1,본가구,1,implicit
10221100220320,1,,,field
10221100220320,2,,,field
10221100220320,3,,,field
10221100220320,4,,,field
10221100220320,5,,,field
1022119013,1,본가구,1,implicit
10221100255693,1,본가구,1,implicit
1022123715,1,,,field
1022123715,2,,,field
1022123715,3,,,field
1022123715,4,,,field
1022123715,5,,,field
1022123715,6,,,field
10221100208764,1,본가구,1,implicit
1022128254,1,,,field
1022128254,2,,,field
1022128254,3,,,field
1022128254,4,,,field
1022128254,5,,,field
1022118263,1,,,field
1022118263,2,,,field
1022118263,3,,,field
1022133119,1,,,field
1022133119,2,,,field
1022133119,3,,,field
1022133119,4,,,field
1022133119,5,,,field
1022133119,6,,,field
102215643,1,본가구,1,implicit
10221100248412,1,본가구,1,implicit
1022126484,1,본가구,1,implicit
102213861,1,본가구,1,implicit
102219751,1,본가구,1,implicit
1022133560,1,본가구,1,implicit
102217531,1,101,1,expos
102217531,2,201,2,expos
102217531,3,301,3,expos
102217531,4,401,4,expos
102217531,5,501,5,expos
102219499,1,,,field
102219499,2,,,field
102219499,3,,,field
102219499,4,,,field
102219499,5,,,field
102219499,6,,,field
102219499,7,,,field
1022110178,1,본가구,1,implicit
10221100282148,1,본가구,1,implicit
10221100262590,1,본가구,1,implicit
10221100219389,1,본가구,1,implicit
10221100272770,1,본가구,1,implicit
10221100271768,1,본가구,1,implicit
1022110805,1,1층 101호,1,expos
1022110805,2,1층 102호,1,expos
1022110805,3,2층 201호,2,expos
1022110805,4,2층 202호,2,expos
1022110805,5,3층 301호,3,expos
1022110805,6,3층 302호,3,expos
1022110805,7,4층 401호,4,expos
1022110805,8,4층 402호,4,expos
10221100242992,1,,,field
10221100242992,2,,,field
10221100242992,3,,,field
10221100242992,4,,,field
10221100242992,5,,,field
10221100237825,1,,,field
10221100237825,2,,,field
10221100237825,3,,,field
10221100237825,4,,,field
10221100237825,5,,,field
10221100237825,6,,,field
1022126430,1,본가구,1,implicit
102217426,1,본가구,1,implicit
10221100285689,1,본가구,1,implicit
1000000000000004198368,1,본가구,1,implicit
10221100205414,1,,,field
10221100205414,2,,,field
102212776,1,본가구,1,implicit
102212775,1,본가구,1,implicit
1022131233,1,,,field
1022131233,2,,,field
1022131233,3,,,field
1022131233,4,,,field
1022131233,5,,,field
1022114109,1,본가구,1,implicit
1022122467,1,본가구,1,implicit
1022124133,1,,,field
1022124133,2,,,field
1022124133,3,,,field
1022124133,4,,,field
10221100242220,1,,,field
10221100242220,2,,,field
10221100242220,3,,,field
10221100242220,4,,,field
10221100242220,5,,,field
10221100240572,1,,,field
10221100240572,2,,,field
10221100240572,3,,,field
10221100240572,4,,,field
10221100240572,5,,,field
10221100240572,6,,,field
10221100240572,7,,,field
10221100240572,8,,,field
10221100240572,9,,,field
10221100240572,10,,,field
10221100260288,1,본가구,1,implicit
1022111172,1,본가구,1,implicit
1022129782,1,,,field
1022129782,2,,,field
1022129782,3,,,field
1022129782,4,,,field
1022129782,5,,,field
1022129782,6,,,field
1022131756,1,,,field
1022131756,2,,,field
1022131756,3,,,field
1022131756,4,,,field
1022131756,5,,,field
1022111303,1,,,field
1022111303,2,,,field
1022111303,3,,,field
1022111303,4,,,field
1022133508,1,,,field
1022133508,2,,,field
1022133508,3,,,field
1022133508,4,,,field
1022133508,5,,,field
1022130409,1,,,field
10221100257648,1,본가구,1,implicit
10221100287388,1,본가구,1,implicit
1022119750,1,본가구,1,implicit
1022132107,1,본가구,1,implicit
1022110161,1,본가구,1,implicit
1022132204,1,본가구,1,implicit
1000000000000005869211,1,,,field
1000000000000005869211,2,,,field
1000000000000005869211,3,,,field
1000000000000005869211,4,,,field
1000000000000005869211,5,,,field
1022131372,1,본가구,1,implicit
102218023,1,,,field
102218023,2,,,field
102218023,3,,,field
102218023,4,,,field
102218023,5,,,field
1022133875,1,본가구,1,implicit
102216435,1,,,field
102216435,2,,,field
102216435,3,,,field
102216435,4,,,field
10221100263428,1,본가구,1,implicit
1022124707,1,본가구,1,implicit
10221100232052,1,본가구,1,implicit
10221100252213,1,본가구,1,implicit
10221100263668,1,본가구,1,implicit
1022127554,1,,,field
1022127554,2,,,field
1022127554,3,,,field
1022127554,4,,,field
1022127554,5,,,field
102215949,1,본가구,1,implicit
1022117564,1,,,field
1022117564,2,,,field
1022117564,3,,,field
1022117564,4,,,field
10221100239592,1,본가구,1,implicit
1022133579,1,,,field
1022133579,2,,,field
1022133579,3,,,field
1022133579,4,,,field
1022133579,5,,,field
1022133579,6,,,field
1022133579,7,,,field
10221100239714,1,본가구,1,implicit
10221100244793,1,본가구,1,implicit
1022112398,1,,,field
1022112398,2,,,field
1022112398,3,,,field
1022112398,4,,,field
102217622,1,,,field
102217622,2,,,field
102217622,3,,,field
102217622,4,,,field
1022128298,1,,,field
1022128298,2,,,field
1022128298,3,,,field
1022128298,4,,,field
1022111116,1,,,field
1022111116,2,,,field
1022111116,3,,,field
1022111116,4,,,field
1022119464,1,,,field
1022119464,2,,,field
1022119464,3,,,field
1022119464,4,,,field
1022133153,1,,,field
1022133153,2,,,field
1022133153,3,,,field
1022133153,4,,,field
1022133153,5,,,field
10221100264728,1,본가구,1,implicit
10221100264430,1,본가구,1,implicit
10221100244854,1,본가구,1,implicit
1022130960,1,본가구,1,implicit
1022113612,1,,,field
1022113612,2,,,field
1022113612,3,,,field
102219914,1,본가구,1,implicit
102216936,1,,,field
102216936,2,,,field
102216936,3,,,field
102216936,4,,,field
102216936,5,,,field
10221100276289,1,본가구,1,implicit
1022128001,1,,,field
1022128001,2,,,field
1022128001,3,,,field
1022128001,4,,,field
1022128001,5,,,field
1022128001,6,,,field
1022128001,7,,,field
102219405,1,,,field
102219405,2,,,field
102219405,3,,,field
102219405,4,,,field
102219405,5,,,field
1022129821,1,101호,1,expos
1022129821,2,201호,2,expos
1022129821,3,B01호,1,expos
1022129821,4,B02호,1,expos
10221100240101,1,본가구,1,implicit
10221100251153,1,본가구,1,implicit
1022129472,1,,,field
1022129472,2,,,field
1022129472,3,,,field
1022129472,4,,,field
1022129472,5,,,field
1022129472,6,,,field
1022129472,7,,,field
1022129472,8,,,field
10221100260448,1,본가구,1,implicit
102214456,1,,,field
102214456,2,,,field
102214456,3,,,field
102214456,4,,,field
102214456,5,,,field
102214456,6,,,field
102214456,7,,,field
102214456,8,,,field
102214456,9,,,field
10221100251353,1,본가구,1,implicit
10221100251053,1,본가구,1,implicit
10221100241752,1,본가구,1,implicit
1022127164,1,,,field
1022127164,2,,,field
1022127164,3,,,field
1022127164,4,,,field
10221100243315,1,본가구,1,implicit
1022118201,1,본가구,1,implicit
1022129717,1,본가구,1,implicit
1022113777,1,본가구,1,implicit
10221100228090,1,본가구,1,implicit
10221100234552,1,본가구,1,implicit
10221100239072,1,본가구,1,implicit
10221100205244,1,본가구,1,implicit
1022131314,1,본가구,1,implicit
10221100255633,1,,,field
10221100255633,2,,,field
10221100255633,3,,,field
10221100255633,4,,,field
10221100255633,5,,,field
10221100255633,6,,,field
10221100255633,7,,,field
10221100255633,8,,,field
10221100255633,9,,,field
10221100255633,10,,,field
10221100255633,11,,,field
1022130207,1,101호,1,expos
1022130207,2,102호,1,expos
1022130207,3,201호,2,expos
1022130207,4,202호,2,expos
1022130207,5,B01호,1,expos
1022130207,6,B02호,1,expos
1022110377,1,본가구,1,implicit
1022131084,1,101호,1,expos
1022131084,2,201호,2,expos
1022131084,3,301호,3,expos
1022131084,4,401호,4,expos
1022121393,1,본가구,1,implicit
1022130007,1,,,field
1022130007,2,,,field
1022130007,3,,,field
1022130007,4,,,field
1022130007,5,,,field
1022130007,6,,,field
1022130007,7,,,field
1022130007,8,,,field
1022130007,9,,,field
10221100214652,1,본가구,1,implicit
10221100210760,1,본가구,1,implicit
1022117530,1,,,field
1022117530,2,,,field
1022117530,3,,,field
1022117530,4,,,field
1022117530,5,,,field
1000000000000001610540,1,본가구,1,implicit
1022116262,1,101호,0,expos
1022116262,2,102호,0,expos
1022116262,3,201호,0,expos
1022116262,4,202호,0,expos
1022116262,5,B01호,0,expos
1022116262,6,B02호,0,expos
1022111620,1,1층,1,expos
1022111620,2,2층,2,expos
1022111620,3,지층,1,expos
102219860,1,,,field
102219860,2,,,field
102219860,3,,,field
102219860,4,,,field
1022123808,1,본가구,1,implicit
1022118678,1,본가구,1,implicit
1022110825,1,본가구,1,implicit
102214316,1,본가구,1,implicit
10221100235752,1,본가구,1,implicit
1022133553,1,,,field
1022133553,2,,,field
1022133553,3,,,field
1022133553,4,,,field
10221100257988,1,본가구,1,implicit
1022135200,1,본가구,1,implicit
1022112596,1,,,field
1022112596,2,,,field
1022112596,3,,,field
10221100257709,1,본가구,1,implicit
1022130665,1,,,field
1022130665,2,,,field
1022130665,3,,,field
1022130665,4,,,field
1022130665,5,,,field
10221100235852,1,본가구,1,implicit
1022132577,1,본가구,1,implicit
1022134238,1,본가구,1,implicit
1022112427,1,본가구,1,implicit
10221100250672,1,본가구,1,implicit
1022112221,1,본가구,1,implicit
1022128119,1,,,field
1022128119,2,,,field
1022128119,3,,,field
1022128119,4,,,field
102215933,1,,,field
102215933,2,,,field
102215933,3,,,field
1022121758,1,,,field
1022121758,2,,,field
1022121758,3,,,field
10221100211441,1,,,field
10221100211441,2,,,field
10221100211441,3,,,field
10221100211441,4,,,field
10221100211441,5,,,field
10221100211441,6,,,field
1022111124,1,,,field
1022111124,2,,,field
1022111124,3,,,field
1022122402,1,,,field
1022122402,2,,,field
1022122402,3,,,field
1022122402,4,,,field
1022122402,5,,,field
1022125839,1,,,field
1022125839,2,,,field
1022125839,3,,,field
1022125839,4,,,field
1022125839,5,,,field
1022125839,6,,,field
1022125839,7,,,field
1022125839,8,,,field
1022123436,1,본가구,1,implicit
1022134682,1,본가구,1,implicit
1022131922,1,본가구,1,implicit
10221100237472,1,본가구,1,implicit
10221100259888,1,본가구,1,implicit
10221100250632,1,본가구,1,implicit
102218231,1,본가구,1,implicit
1022134229,1,본가구,1,implicit
1022129394,1,,,field
1022129394,2,,,field
1022129394,3,,,field
1022129394,4,,,field
1022129394,5,,,field
1022129394,6,,,field
1022129445,1,본가구,1,implicit
1022112389,1,본가구,1,implicit
1022111195,1,본가구,1,implicit
10221100244195,1,본가구,1,implicit
10221100244232,1,본가구,1,implicit
1022129914,1,,,field
1022129914,2,,,field
1022129914,3,,,field
1022129914,4,,,field
1022129914,5,,,field
1022132392,1,본가구,1,implicit
102219074,1,본가구,1,implicit
10221100245188,1,본가구,1,implicit
102217222,1,101호,1,expos
102217222,2,102호,1,expos
102217222,3,201호,2,expos
102217222,4,B01호,1,expos
102217222,5,B02호,1,expos
102218165,1,,,field
102218165,2,,,field
102218165,3,,,field
102218165,4,,,field
102218165,5,,,field
1022111903,1,본가구,1,implicit
1022132315,1,,,field
1022132315,2,,,field
1022132315,3,,,field
10221100255953,1,본가구,1,implicit
10221100266888,1,본가구,1,implicit
102215566,1,본가구,1,implicit
1022110758,1,본가구,1,implicit
1022125795,1,본가구,1,implicit
1022114955,1,,,field
1022114955,2,,,field
1022114955,3,,,field
1022114955,4,,,field
1022114955,5,,,field
1022125135,1,본가구,1,implicit
1022112730,1,본가구,1,implicit
1022117976,1,본가구,1,implicit
10221100234452,1,,,field
10221100234452,2,,,field
10221100234452,3,,,field
10221100234452,4,,,field
10221100234452,5,,,field
10221100234452,6,,,field
10221100234452,7,,,field
10221100234452,8,,,field
10221100234452,9,,,field
10221100234452,10,,,field
10221100234452,11,,,field
10221100234452,12,,,field
10221100234452,13,,,field
102219469,1,본가구,1,implicit
1022117214,1,101호,1,expos
1022117214,2,201호,2,expos
1022117214,3,202호,2,expos
1022117214,4,301호,3,expos
1022117214,5,302호,3,expos
1022117214,6,401호,4,expos
1022129920,1,본가구,1,implicit
1022115711,1,본가구,1,implicit
1022119933,1,,,field
1022119933,2,,,field
10221100279728,1,,,field
10221100279728,2,,,field
10221100279728,3,,,field
10221100279728,4,,,field
10221100279728,5,,,field
10221100279728,6,,,field
10221100279728,7,,,field
1022111500,1,본가구,1,implicit
1022121544,1,본가구,1,implicit
1022121437,1,본가구,1,implicit
1022129079,1,본가구,1,implicit
102215350,1,본가구,1,implicit
1022110755,1,,,field
1022110755,2,,,field
1022110755,3,,,field
10221100190408,1,본가구,1,implicit
1022121692,1,본가구,1,implicit
1022132542,1,본가구,1,implicit
1022112173,1,본가구,1,implicit
10221100257569,1,본가구,1,implicit
1022112044,1,본가구,1,implicit
1022133050,1,101호,1,expos
1022133050,2,102호,1,expos
1022133050,3,201호,2,expos
1022133050,4,202호,2,expos
1022133050,5,301호,3,expos
1022133050,6,302호,3,expos
1022133050,7,401호,4,expos
1022133050,8,402호,4,expos
102213733,1,1층101호,1,expos
102213733,2,1층102호,1,expos
102213733,3,2층201호,2,expos
102213733,4,2층202호,2,expos
102213733,5,3층301호,3,expos
102213733,6,3층302호,3,expos
102213733,7,지하B01호,1,expos
102213733,8,지하B02호,1,expos
1022115484,1,본가구,1,implicit
1022131575,1,본가구,1,implicit
1022126954,1,본가구,1,implicit
1022132582,1,,,field
1022132582,2,,,field
102218631,1,,,field
102218631,2,,,field
102218631,3,,,field
102218631,4,,,field
102218631,5,,,field
1022115144,1,,,field
1022115144,2,,,field
1022115144,3,,,field
1022115144,4,,,field
1022115144,5,,,field
1022115144,6,,,field
1022115144,7,,,field
1022115144,8,,,field
1022115144,9,,,field
1022125982,1,본가구,1,implicit
1022119575,1,,,field
1022119575,2,,,field
1022119575,3,,,field
1022132137,1,본가구,1,implicit
10221100288716,1,,,field
10221100288716,2,,,field
10221100288716,3,,,field
10221100288716,4,,,field
1022115533,1,본가구,1,implicit
102217715,1,101호,1,expos
102217715,2,201호,2,expos
102217715,3,202호,2,expos
102217715,4,301호,3,expos
102217715,5,302호,3,expos
102217715,6,401호,4,expos
102214641,1,,,field
102214641,2,,,field
102214641,3,,,field
102214641,4,,,field
102214641,5,,,field
102214641,6,,,field
102214641,7,,,field
102219781,1,본가구,1,implicit
1022117232,1,,,field
1022117232,2,,,field
1022117232,3,,,field
1022117232,4,,,field
1022117232,5,,,field
1022117232,6,,,field
1022122137,1,,,field
1022122137,2,,,field
102219194,1,본가구,1,implicit
1022132602,1,본가구,1,implicit
102219491,1,본가구,1,implicit
1022110175,1,본가구,1,implicit
1022126595,1,본가구,1,implicit
102218521,1,본가구,1,implicit
1022113084,1,,,field
1022113084,2,,,field
1022113084,3,,,field
1022113084,4,,,field
1022113084,5,,,field
1022125587,1,본가구,1,implicit
10221100255294,1,본가구,1,implicit
1022119286,1,101호,1,expos
1022119286,2,102호,1,expos
1022119286,3,201호,2,expos
1022119286,4,202호,2,expos
1022119286,5,B01호,1,expos
1022119286,6,B02호,1,expos
102218871,1,본가구,1,implicit
102213898,1,본가구,1,implicit
1022122087,1,,,field
1022122087,2,,,field
1022122087,3,,,field
1022122087,4,,,field
1022122087,5,,,field
1022125198,1,본가구,1,implicit
1022119558,1,,,field
1022119558,2,,,field
10221100271830,1,본가구,1,implicit
1022128775,1,101호,1,expos
1022128775,2,201호,2,expos
1022128775,3,301호,3,expos
1022128775,4,401호,4,expos
1022117418,1,본가구,1,implicit
1022113305,1,,,field
1022113305,2,,,field
1022118034,1,본가구,1,implicit
1022119301,1,본가구,1,implicit
1022120312,1,,,field
1022120312,2,,,field
1022120312,3,,,field
1022133438,1,본가구,1,implicit
1000000000000001623332,1,본가구,1,implicit
10221100236512,1,본가구,1,implicit
102217855,1,본가구,1,implicit
102217507,1,,,field
102217507,2,,,field
102217507,3,,,field
102217507,4,,,field
1000000000000002593280,1,본가구,1,implicit
102215196,1,본가구,1,implicit
102214085,1,본가구,1,implicit
1022131308,1,,,field
1022131308,2,,,field
1022131308,3,,,field
1022131308,4,,,field
1022133703,1,본가구,1,implicit
1022120188,1,본가구,1,implicit
1022119996,1,,,field
1022119996,2,,,field
1022119996,3,,,field
102216246,1,,,field
102216246,2,,,field
102216246,3,,,field
102216246,4,,,field
102216246,5,,,field
102216246,6,,,field
1022113706,1,본가구,1,implicit
102215161,1,,,field
102215161,2,,,field
102215161,3,,,field
102215161,4,,,field
1022125628,1,,,field
1022125628,2,,,field
1022126012,1,본가구,1,implicit
1022133474,1,,,field
1022133474,2,,,field
1022133474,3,,,field
1022133474,4,,,field
1022133474,5,,,field
10221100252873,1,,,field
10221100252873,2,,,field
10221100252873,3,,,field
10221100252873,4,,,field
10221100252873,5,,,field
10221100252873,6,,,field
10221100259268,1,본가구,1,implicit
10221100266509,1,본가구,1,implicit
1022127081,1,본가구,1,implicit
1022131336,1,본가구,1,implicit
10221100212201,1,,,field
10221100212201,2,,,field
10221100212201,3,,,field
10221100212201,4,,,field
10221100212201,5,,,field
10221100212201,6,,,field
10221100212201,7,,,field
10221100212201,8,,,field
10221100266410,1,본가구,1,implicit
10221100265869,1,본가구,1,implicit
1022124516,1,본가구,1,implicit
1022127328,1,본가구,1,implicit
1022125863,1,,,field
1022125863,2,,,field
1022125863,3,,,field
1022120747,1,본가구,1,implicit
102216802,1,,,field
102216802,2,,,field
102216802,3,,,field
102216220,1,본가구,1,implicit
1022123793,1,,,field
1022123793,2,,,field
1022123793,3,,,field
1022123793,4,,,field
1022123793,5,,,field
1022123793,6,,,field
1022123793,7,,,field
10221100271371,1,본가구,1,implicit
10221100269509,1,본가구,1,implicit
10221100248992,1,본가구,1,implicit
10221100248532,1,본가구,1,implicit
10221100237452,1,본가구,1,implicit
102217368,1,본가구,1,implicit
1022125860,1,본가구,1,implicit
10221100285649,1,본가구,1,implicit
1022114411,1,본가구,1,implicit
1022127447,1,본가구,1,implicit
1022119838,1,본가구,1,implicit
1022119434,1,본가구,1,implicit
10221100243772,1,본가구,1,implicit
1022127926,1,,,field
1022127926,2,,,field
1022127926,3,,,field
10221100227442,1,본가구,1,implicit
1022124318,1,본가구,1,implicit
102217019,1,본가구,1,implicit
102218329,1,본가구,1,implicit
102218188,1,본가구,1,implicit
10221100232428,1,,,field
10221100232428,2,,,field
10221100232428,3,,,field
10221100232428,4,,,field
10221100232428,5,,,field
10221100232428,6,,,field
10221100232428,7,,,field
10221100232428,8,,,field
10221100232428,9,,,field
10221100232428,10,,,field
1022125034,1,,,field
1022125034,2,,,field
1022125034,3,,,field
1022125034,4,,,field
1022125034,5,,,field
102219756,1,본가구,1,implicit
1022114250,1,본가구,1,implicit
10221100246832,1,본가구,1,implicit
1022114349,1,,,field
1022114349,2,,,field
1022119468,1,본가구,1,implicit
1022126640,1,본가구,1,implicit
1022133586,1,본가구,1,implicit
1022128555,1,,,field
1022128555,2,,,field
1022128555,3,,,field
1022128555,4,,,field
1022128555,5,,,field
1022118153,1,1층101호,1,expos
1022118153,2,1층102호,1,expos
1022118153,3,1층103호,1,expos
1022118153,4,1층104호,1,expos
1022118153,5,2층201호,2,expos
1022118153,6,2층202호,2,expos
1022118153,7,2층203호,2,expos
1022118153,8,2층204호,2,expos
1022118153,9,3층301호,3,expos
1022118153,10,3층302호,3,expos
1022118153,11,3층303호,3,expos
1022118153,12,3층304호,3,expos
1022118153,13,4층401호,4,expos
1022118153,14,4층402호,4,expos
1022118153,15,4층403호,4,expos
1022118153,16,지층B01호,1,expos
1022118153,17,지층B02호,1,expos
1022118153,18,지층B03호,1,expos
1022118153,19,지층B04호,1,expos
10221100218700,1,,,field
10221100218700,2,,,field
10221100218700,3,,,field
10221100218700,4,,,field
10221100269728,1,본가구,1,implicit
1022110163,1,본가구,1,implicit
1022113907,1,본가구,1,implicit
10221100280049,1,본가구,1,implicit
1022123481,1,,,field
1022123481,2,,,field
1022123481,3,,,field
1022123481,4,,,field
1022123481,5,,,field
1022126940,1,,,field
1022126940,2,,,field
1022126940,3,,,field
1022126940,4,,,field
1022126940,5,,,field
1022126940,6,,,field
1022115434,1,,,field
1022115434,2,,,field
1022115434,3,,,field
1022115434,4,,,field
1022115434,5,,,field
1022115434,6,,,field
102218393,1,본가구,1,implicit
1022126679,1,,,field
1022126679,2,,,field
1022126679,3,,,field
1022126679,4,,,field
1022126679,5,,,field
1022126803,1,,,field
1022126803,2,,,field
1022126803,3,,,field
1022126803,4,,,field
1022117358,1,,,field
1022117358,2,,,field
1022117358,3,,,field
1022117358,4,,,field
1022117358,5,,,field
1022134347,1,,,field
1022134347,2,,,field
1022134347,3,,,field
1022134347,4,,,field
1022134347,5,,,field
102216997,1,본가구,1,implicit
102217942,1,본가구,1,implicit
1022121204,1,,,field
1022121204,2,,,field
1022121204,3,,,field
1022127010,1,본가구,1,implicit
102219827,1,본가구,1,implicit
1022123667,1,,,field
1022123667,2,,,field
1022123667,3,,,field
1022123667,4,,,field
1022123667,5,,,field
1022123297,1,,,field
1022123297,2,,,field
1022123297,3,,,field
1022123297,4,,,field
1022123297,5,,,field
102216134,1,본가구,1,implicit
1022115551,1,본가구,1,implicit
1022120746,1,,,field
1022120746,2,,,field
1022120746,3,,,field
1022120746,4,,,field
1022120746,5,,,field
1022120746,6,,,field
1022120746,7,,,field
1022120746,8,,,field
1022120746,9,,,field
1022120746,10,,,field
1022120746,11,,,field
1022128081,1,본가구,1,implicit
1022118716,1,본가구,1,implicit
102214359,1,본가구,1,implicit
10221100217624,1,본가구,1,implicit
102219596,1,,,field
102219596,2,,,field
102219596,3,,,field
102219596,4,,,field
1022130929,1,,,field
1022130929,2,,,field
1022130929,3,,,field
1022130929,4,,,field
1022111559,1,본가구,1,implicit
1022130865,1,,,field
1022130865,2,,,field
1022130865,3,,,field
1022130865,4,,,field
1022130865,5,,,field
1022130865,6,,,field
1022130865,7,,,field
1022128068,1,본가구,1,implicit
1022129377,1,본가구,1,implicit
1022113559,1,본가구,1,implicit
10221100261119,1,본가구,1,implicit
1022127701,1,,,field
1022127701,2,,,field
1022127701,3,,,field
1022127701,4,,,field
102218959,1,,,field
102218959,2,,,field
102218959,3,,,field
102218959,4,,,field
1022114585,1,본가구,1,implicit
1022123529,1,,,field
1022123529,2,,,field
1022123529,3,,,field
1022123529,4,,,field
1022123529,5,,,field
102217923,1,,,field
102217923,2,,,field
102217923,3,,,field
10221100253373,1,본가구,1,implicit
1022131056,1,,,field
1022131056,2,,,field
1022131056,3,,,field
1022131056,4,,,field
1022131056,5,,,field
1022131056,6,,,field
10221100249992,1,본가구,1,implicit
1022123708,1,,,field
1022123708,2,,,field
1022123708,3,,,field
1022123708,4,,,field
1022123708,5,,,field
102214821,1,101,1,expos
102214821,2,102,1,expos
102214821,3,201,2,expos
102214821,4,202,2,expos
102214821,5,203,2,expos
102214821,6,301,3,expos
102214821,7,302,3,expos
102214821,8,401,4,expos
102212590,1,,,field
102212590,2,,,field
102212590,3,,,field
102212589,1,,,field
102212589,2,,,field
102212589,3,,,field
1022134717,1,본가구,1,implicit
102213634,1,본가구,1,implicit
10221100243272,1,본가구,1,implicit
1022116025,1,,,field
1022116025,2,,,field
1022116025,3,,,field
1022116025,4,,,field
1022116025,5,,,field
1022116025,6,,,field
1022116025,7,,,field
1022115230,1,본가구,1,implicit
102216381,1,,,field
102216381,2,,,field
102216381,3,,,field
102216381,4,,,field
1022121836,1,,,field
1022121836,2,,,field
1022121836,3,,,field
1022115934,1,본가구,1,implicit
1022110000,1,,,field
1022110000,2,,,field
1022110000,3,,,field
1022110000,4,,,field
1022128831,1,본가구,1,implicit
1022110529,1,본가구,1,implicit
10221815,1,본가구,1,implicit
10221814,1,본가구,1,implicit
1022122448,1,본가구,1,implicit
1022119762,1,본가구,1,implicit
1000000000000001931612,1,본가구,1,implicit
1022120484,1,,,field
1022120484,2,,,field
1022120484,3,,,field
1022120484,4,,,field
1022120484,5,,,field
1022125161,1,,,field
1022125161,2,,,field
1022125161,3,,,field
1022125161,4,,,field
1022125161,5,,,field
1022111866,1,본가구,1,implicit
1022127729,1,본가구,1,implicit
10221100262928,1,본가구,1,implicit
1022121503,1,,,field
1022121503,2,,,field
1022121503,3,,,field
1022121503,4,,,field
