bld_key,sido_cd,sigungu_cd,admin_dong_cd,address,lat,lng,house_type_cd,floor_count,unit_count,use_apr_day,install_day,install_year,detector_model,grid_id,region_type_cd,lambda_i,rr_i,score,risk_level_cd,order_key,is_explore,is_estimated,basis,rx_code_cd,score_version,computed_at
119817741,52,52750,5275036000,전북특별자치도 임실군 월성길 53-7 (신덕면 월성리),35.718055,127.180338,detached,1,1,19160101,,,,다마71a46b,RURAL,0.000222,7.200506,64.81,warn,1,False,False,미보급 · 동선 1,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817797,52,52750,5275036000,전북특별자치도 임실군 신덕면 지장리 242번지 242,35.69266,127.207761,detached,1,1,19160101,,,,다마73b44a,RURAL,0.000217,7.200506,64.23,warn,2,False,True,미보급 · 동선 2,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817972,52,52750,5275036000,전북특별자치도 임실군 오궁3길 16-2 (신덕면 오궁리),35.688389,127.232917,detached,1,1,19160101,,,,다마75b43b,RURAL,0.000207,7.200506,62.86,warn,3,True,False,미보급 · 동선 3,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817979,52,52750,5275036000,전북특별자치도 임실군 신덕면 오궁리 170번지 170,35.687903,127.233512,detached,1,1,19160101,,,,다마75b43b,RURAL,0.000209,7.200506,63.12,warn,4,False,True,미보급 · 동선 4,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817982,52,52750,5275036000,전북특별자치도 임실군 오궁3길 20-7 (신덕면 오궁리),35.688415,127.233784,detached,1,1,19160101,,,,다마75b43b,RURAL,0.00021,7.200506,63.32,warn,5,False,False,미보급 · 동선 5,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818016,52,52750,5275036000,전북특별자치도 임실군 오궁2길 20 (신덕면 오궁리),35.685948,127.228695,detached,1,1,19160101,,,,다마75a43a,RURAL,0.000201,7.200506,62.13,warn,6,False,False,미보급 · 동선 6,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818043,52,52750,5275036000,전북특별자치도 임실군 오궁2길 2-13 (신덕면 오궁리),35.685874,127.230311,detached,1,1,19160101,,,,다마75b43a,RURAL,0.000202,7.200506,62.21,warn,7,False,False,미보급 · 동선 7,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818045,52,52750,5275036000,전북특별자치도 임실군 오궁2길 2-11 (신덕면 오궁리),35.685858,127.230175,detached,1,1,19160101,,,,다마75b43a,RURAL,0.000202,7.200506,62.2,warn,8,False,False,미보급 · 동선 8,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817773,52,52750,5275036000,전북특별자치도 임실군 수지로 617-8 (신덕면 지장리),35.683789,127.216162,detached,1,1,19160101,,,,다마74a43a,RURAL,0.000234,7.200506,66.24,warn,9,False,False,미보급 · 동선 9,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817774,52,52750,5275036000,전북특별자치도 임실군 수지로 617-12 (신덕면 지장리),35.684095,127.216119,detached,1,1,19160101,,,,다마74a43a,RURAL,0.000234,7.200506,66.21,warn,10,False,False,미보급 · 동선 10,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119812483,52,52750,5275025000,전북특별자치도 임실군 현곡3길 57-2 (임실읍 현곡리),35.617644,127.235636,detached,1,1,19200624,,,,다마76a35b,RURAL,0.000225,7.200506,65.15,warn,11,False,False,미보급 · 동선 11,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119815246,52,52750,5275034000,전북특별자치도 임실군 봉강북길 59-1 (성수면 봉강리),35.607381,127.333401,detached,1,1,19250320,,,,다마84b34b,RURAL,0.000218,7.200506,64.26,warn,12,False,False,미보급 · 동선 12,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818482,52,52750,5275037000,전북특별자치도 임실군 죽계1길 99 (삼계면 죽계리),35.510082,127.246664,detached,1,1,19251004,,,,다마77a23b,RURAL,0.000231,7.200506,65.87,warn,13,False,False,미보급 · 동선 13,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817365,52,52750,5275036000,전북특별자치도 임실군 신흥1길 15-6 (신덕면 신흥리),35.683043,127.155124,detached,1,1,19260101,,,,다마68b43a,RURAL,0.000227,7.200506,65.38,warn,14,False,False,미보급 · 동선 14,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817726,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 440번지 440,35.719201,127.180429,detached,1,1,19260101,,,,다마71a47a,RURAL,0.000225,7.200506,65.14,warn,15,False,True,미보급 · 동선 15,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817377,52,52750,5275036000,전북특별자치도 임실군 신흥1길 9-8 (신덕면 신흥리),35.682442,127.155096,detached,1,1,19260101,,,,다마68b42b,RURAL,0.000227,7.200506,65.36,warn,16,True,False,미보급 · 동선 16,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817544,52,52750,5275036000,전북특별자치도 임실군 불재로 479-52 (신덕면 신덕리),35.704123,127.155199,detached,1,1,19260101,,,,다마68b45a,RURAL,0.000218,7.200506,64.29,warn,17,False,False,미보급 · 동선 17,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817566,52,52750,5275036000,전북특별자치도 임실군 신덕면 신덕리 395번지 395,35.708172,127.152325,detached,1,1,19260101,,,,다마68b45b,RURAL,0.00022,7.200506,64.57,warn,18,False,True,미보급 · 동선 18,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817621,52,52750,5275036000,전북특별자치도 임실군 신덕면 조월리 296번지 296,35.71785,127.16818,detached,1,1,19260101,,,,다마69b46b,RURAL,0.000219,7.200506,64.47,warn,19,False,True,미보급 · 동선 19,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817645,52,52750,5275036000,전북특별자치도 임실군 조월길 16 (신덕면 조월리),35.715967,127.16905,detached,1,1,19260101,,,,다마70a46b,RURAL,0.000214,7.200506,63.85,warn,20,False,False,미보급 · 동선 20,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817666,52,52750,5275036000,전북특별자치도 임실군 조월길 23-9 (신덕면 조월리),35.71679,127.167664,detached,1,1,19260101,,,,다마69b46b,RURAL,0.000216,7.200506,64.07,warn,21,False,False,미보급 · 동선 21,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817714,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 421-1번지 421-1,35.71841,127.181479,detached,1,1,19260101,,,,다마71a46b,RURAL,0.000223,7.200506,64.98,warn,22,False,True,미보급 · 동선 22,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816958,52,52750,5275036000,전북특별자치도 임실군 수지로 115-5 (신덕면 수천리),35.684138,127.18017,detached,1,1,19260101,,,,다마71a43a,RURAL,0.000214,7.200506,63.82,warn,23,False,False,미보급 · 동선 23,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816976,52,52750,5275036000,전북특별자치도 임실군 신덕면 수천리 560번지 560,35.684624,127.179626,detached,1,1,19260101,,,,다마71a43a,RURAL,0.000212,7.200506,63.6,warn,24,False,True,미보급 · 동선 24,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817805,52,52750,5275036000,전북특별자치도 임실군 신덕면 지장리 255번지 255,35.693069,127.207877,detached,1,1,19260101,,,,다마73b44a,RURAL,0.000216,7.200506,64.05,warn,25,False,True,미보급 · 동선 25,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817825,52,52750,5275036000,전북특별자치도 임실군 지장1길 27 (신덕면 지장리),35.692777,127.206844,detached,1,1,19260101,,,,다마73a44a,RURAL,0.000217,7.200506,64.16,warn,26,False,False,미보급 · 동선 26,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817828,52,52750,5275036000,전북특별자치도 임실군 지장1길 31 (신덕면 지장리),35.692974,127.206559,detached,1,1,19260101,,,,다마73a44a,RURAL,0.000216,7.200506,64.08,warn,27,False,False,미보급 · 동선 27,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817957,52,52750,5275036000,전북특별자치도 임실군 오궁1길 62-9 (신덕면 오궁리),35.687967,127.234321,detached,1,1,19260101,,,,다마75b43b,RURAL,0.000212,7.200506,63.59,warn,28,False,False,미보급 · 동선 28,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817960,52,52750,5275036000,전북특별자치도 임실군 오궁1길 62-3 (신덕면 오궁리),35.687898,127.234002,detached,1,1,19260101,,,,다마75b43b,RURAL,0.000211,7.200506,63.4,warn,29,False,False,미보급 · 동선 29,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817986,52,52750,5275036000,전북특별자치도 임실군 오궁3길 26-4 (신덕면 오궁리),35.688929,127.233812,detached,1,1,19260101,,,,다마75b43b,RURAL,0.000211,7.200506,63.43,warn,30,False,False,미보급 · 동선 30,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818010,52,52750,5275036000,전북특별자치도 임실군 오궁2길 24 (신덕면 오궁리),35.686391,127.228529,detached,1,1,19260101,,,,다마75a43a,RURAL,0.000201,7.200506,62.05,warn,31,False,False,미보급 · 동선 31,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818012,52,52750,5275036000,전북특별자치도 임실군 오궁2길 20-1 (신덕면 오궁리),35.686029,127.228807,detached,1,1,19260101,,,,다마75a43a,RURAL,0.000201,7.200506,62.11,warn,32,False,False,미보급 · 동선 32,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818047,52,52750,5275036000,전북특별자치도 임실군 오궁2길 2-5 (신덕면 오궁리),35.685614,127.230429,detached,1,1,19260101,,,,다마75b43a,RURAL,0.000202,7.200506,62.3,warn,33,False,False,미보급 · 동선 33,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818062,52,52750,5275036000,전북특별자치도 임실군 신덕면 오궁리 516번지 516,35.687874,127.232569,detached,1,1,19260101,,,,다마75b43b,RURAL,0.000205,7.200506,62.64,warn,34,False,True,미보급 · 동선 34,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817340,52,52750,5275036000,전북특별자치도 임실군 신흥2길 35-1 (신덕면 신흥리),35.690668,127.163333,detached,1,1,19260101,,,,다마69b43b,RURAL,0.000217,7.200506,64.2,warn,35,False,False,미보급 · 동선 35,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817268,52,52750,5275036000,전북특별자치도 임실군 삼길4길 60-1 (신덕면 삼길리),35.663076,127.144961,detached,1,1,19280101,,,,다마67b40b,RURAL,0.000216,7.033589,63.42,warn,36,False,False,미보급 · 동선 36,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119812748,52,52750,5275031000,전북특별자치도 임실군 구고1길 25-4 (청웅면 구고리),35.571786,127.200076,detached,1,1,19290105,,,,다마72b30b,RURAL,0.000161,6.915835,55.01,warn,37,False,False,미보급 · 동선 37,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818248,52,52750,5275037000,전북특별자치도 임실군 봉현1길 28-15 (삼계면 봉현리),35.492928,127.259081,detached,1,1,19290902,,,,다마78a21b,RURAL,0.000213,6.84051,62.34,warn,38,False,False,미보급 · 동선 38,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818250,52,52750,5275037000,전북특별자치도 임실군 봉현1길 28-15 (삼계면 봉현리),35.492928,127.259081,detached,1,1,19290902,,,,다마78a21b,RURAL,0.000213,6.84051,62.34,warn,39,False,False,미보급 · 동선 39,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818249,52,52750,5275037000,전북특별자치도 임실군 봉현1길 28-15 (삼계면 봉현리),35.492928,127.259081,detached,1,1,19290902,,,,다마78a21b,RURAL,0.000213,6.84051,62.34,warn,40,False,False,미보급 · 동선 40,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818247,52,52750,5275037000,전북특별자치도 임실군 봉현1길 28-15 (삼계면 봉현리),35.492928,127.259081,detached,1,1,19290902,,,,다마78a21b,RURAL,0.000213,6.84051,62.34,warn,41,False,False,미보급 · 동선 41,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119815240,52,52750,5275034000,전북특별자치도 임실군 봉강북길 50 (성수면 봉강리),35.607098,127.332303,detached,1,1,19300620,,,,다마84b34b,RURAL,0.000214,6.750278,62.05,warn,42,False,False,미보급 · 동선 42,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119815265,52,52750,5275034000,전북특별자치도 임실군 봉강길 124-1 (성수면 봉강리),35.602959,127.331806,detached,1,1,19310322,,,,다마84b34a,RURAL,0.000217,6.666102,62.11,warn,43,False,False,미보급 · 동선 43,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119812750,52,52750,5275031000,전북특별자치도 임실군 청웅면 구고리 383번지 383,35.571619,127.200393,detached,1,1,19320105,,,,다마72b30b,RURAL,0.000162,6.578771,53.72,warn,44,False,True,미보급 · 동선 44,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119813334,52,52750,5275032000,전북특별자치도 임실군 운암면 사양리 189번지 189,35.650611,127.181081,detached,1,1,19330620,,,,다마71a39a,RURAL,0.00023,6.42099,62.7,warn,45,False,True,미보급 · 동선 45,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
1198111958,52,52750,5275040000,전북특별자치도 임실군 회문1길 35 (덕치면 회문리),35.508542,127.153824,detached,1,1,19350306,,,,다마68b23b,RURAL,0.000197,6.240739,57.7,warn,46,False,True,미보급 · 동선 46,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119815214,52,52750,5275034000,전북특별자치도 임실군 월평북길 7-4 (성수면 월평리),35.620703,127.316233,detached,1,1,19350320,,,,다마83a36a,RURAL,0.000212,6.236754,59.6,warn,47,False,False,미보급 · 동선 47,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119815273,52,52750,5275034000,전북특별자치도 임실군 봉강남길 122-10 (성수면 봉강리),35.593889,127.323491,detached,1,1,19350322,,,,다마84a33a,RURAL,0.000219,6.236185,60.52,warn,48,False,False,미보급 · 동선 48,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119814852,52,52750,5275034000,전북특별자치도 임실군 삼봉3길 56-9 (성수면 삼봉리),35.647264,127.348797,detached,1,1,19350510,,,,다마86a39a,RURAL,0.00022,6.222257,60.63,warn,49,False,False,미보급 · 동선 49,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818579,52,52750,5275037000,전북특별자치도 임실군 홍곡길 77 (삼계면 홍곡리),35.499979,127.261037,detached,1,1,19350723,,,,다마78a22b,RURAL,0.000227,6.201282,61.29,warn,50,False,False,미보급 · 동선 50,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119818578,52,52750,5275037000,전북특별자치도 임실군 홍곡길 77 (삼계면 홍곡리),35.499979,127.261037,detached,1,1,19350723,,,,다마78a22b,RURAL,0.000227,6.201282,61.29,warn,51,False,False,미보급 · 동선 51,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816550,52,52750,5275035500,전북특별자치도 임실군 오암3길 76-29 (오수면 오암리),35.568841,127.305954,detached,1,1,19350801,,,,다마82a30a,RURAL,0.000203,6.198735,58.36,warn,52,False,False,미보급 · 동선 52,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119815153,52,52750,5275034000,전북특별자치도 임실군 월평동길 9-14 (성수면 월평리),35.611832,127.326739,detached,2,1,19350820,,,,다마84a35a,RURAL,0.000207,6.193363,58.84,warn,53,False,False,미보급 · 동선 53,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
1198111341,52,52750,5275040000,전북특별자치도 임실군 덕치면 사곡리 800번지 800,35.520621,127.180063,detached,1,1,19350910,,,,다마70b25a,RURAL,0.000216,6.187432,59.95,warn,54,False,True,미보급 · 동선 54,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119812461,52,52750,5275025000,전북특별자치도 임실군 임실읍 현곡리 359-1번지 359-1,35.616025,127.250531,detached,1,1,19350929,,,,다마77a35b,RURAL,0.000205,6.182069,58.5,warn,55,False,True,미보급 · 동선 55,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817705,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 414번지 414,35.719245,127.181445,detached,1,1,19360101,,,,다마71a47a,RURAL,0.000225,6.155609,60.92,warn,56,False,True,미보급 · 동선 56,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817707,52,52750,5275036000,전북특별자치도 임실군 월성길 64 (신덕면 월성리),35.718881,127.181346,detached,1,1,19360101,,,,다마71a47a,RURAL,0.000224,6.155609,60.82,warn,57,False,False,미보급 · 동선 57,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816905,52,52750,5275036000,전북특별자치도 임실군 신덕면 수천리 405번지 405,35.664992,127.18614,detached,1,1,19360101,,,,다마71b41a,RURAL,0.000229,6.155609,61.35,warn,58,False,True,미보급 · 동선 58,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816907,52,52750,5275036000,전북특별자치도 임실군 신덕면 수천리 405-1번지 405-1,35.664992,127.18614,detached,1,1,19360101,,,,다마71b41a,RURAL,0.000229,6.155609,61.35,warn,59,False,True,미보급 · 동선 59,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816906,52,52750,5275036000,전북특별자치도 임실군 수천길 12-1 (신덕면 수천리),35.665115,127.186345,detached,1,1,19360101,,,,다마71b41a,RURAL,0.000229,6.155609,61.34,warn,60,False,False,미보급 · 동선 60,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816917,52,52750,5275036000,전북특별자치도 임실군 신덕면 수천리 407번지 407,35.665143,127.185912,detached,1,1,19360101,,,,다마71b41a,RURAL,0.000228,6.155609,61.32,warn,61,True,True,미보급 · 동선 61,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816920,52,52750,5275036000,전북특별자치도 임실군 수천길 29 (신덕면 수천리),35.666672,127.186227,detached,1,1,19360101,,,,다마71b41a,RURAL,0.000227,6.155609,61.14,warn,62,False,False,미보급 · 동선 62,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817384,52,52750,5275036000,전북특별자치도 임실군 신덕면 신흥리 300번지 300,35.681877,127.155074,detached,1,1,19360101,,,,다마68b42b,RURAL,0.000226,6.155609,61.08,warn,63,False,True,미보급 · 동선 63,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817558,52,52750,5275036000,전북특별자치도 임실군 신덕면 신덕리 384번지 384,35.707196,127.152089,detached,1,1,19360101,,,,다마68b45b,RURAL,0.000218,6.155609,60.1,warn,64,False,True,미보급 · 동선 64,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817559,52,52750,5275036000,전북특별자치도 임실군 신덕면 신덕리 385번지 385,35.707212,127.151815,detached,1,1,19360101,,,,다마68b45b,RURAL,0.000219,6.155609,60.11,warn,65,False,True,미보급 · 동선 65,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817561,52,52750,5275036000,전북특별자치도 임실군 신덕면 신덕리 386-3번지 386-3,35.707304,127.151626,detached,1,1,19360101,,,,다마68a45b,RURAL,0.000219,6.155609,60.14,warn,66,False,True,미보급 · 동선 66,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817576,52,52750,5275036000,전북특별자치도 임실군 신덕4길 6-2 (신덕면 신덕리),35.708319,127.153199,detached,1,1,19360101,,,,다마68b45b,RURAL,0.00022,6.155609,60.32,warn,67,False,False,미보급 · 동선 67,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817577,52,52750,5275036000,전북특별자치도 임실군 신덕4길 6-2 (신덕면 신덕리),35.708319,127.153199,detached,1,1,19360101,,,,다마68b45b,RURAL,0.00022,6.155609,60.32,warn,68,False,False,미보급 · 동선 68,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817201,52,52750,5275036000,전북특별자치도 임실군 삼길2길 4-7 (신덕면 삼길리),35.668505,127.146487,detached,1,1,19360101,,,,다마68a41a,RURAL,0.000216,6.155609,59.83,warn,69,False,False,미보급 · 동선 69,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817442,52,52750,5275036000,전북특별자치도 임실군 불재로 330-13 (신덕면 신덕리),35.700766,127.161538,detached,1,1,19360101,,,,다마69a44b,RURAL,0.000217,6.155609,59.9,warn,70,False,False,미보급 · 동선 70,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817462,52,52750,5275036000,전북특별자치도 임실군 신덕1길 9-1 (신덕면 신덕리),35.699979,127.161266,detached,1,1,19360101,,,,다마69a44b,RURAL,0.000216,6.155609,59.79,warn,71,False,False,미보급 · 동선 71,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817463,52,52750,5275036000,전북특별자치도 임실군 신덕1길 9-1 (신덕면 신덕리),35.699979,127.161266,detached,1,1,19360101,,,,다마69a44b,RURAL,0.000216,6.155609,59.79,warn,72,False,False,미보급 · 동선 72,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817654,52,52750,5275036000,전북특별자치도 임실군 조월길 13 (신덕면 조월리),35.715943,127.168553,detached,1,1,19360101,,,,다마70a46b,RURAL,0.000214,6.155609,59.58,warn,73,True,False,미보급 · 동선 73,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817658,52,52750,5275036000,전북특별자치도 임실군 조월길 19 (신덕면 조월리),35.716373,127.168365,detached,1,1,19360101,,,,다마70a46b,RURAL,0.000215,6.155609,59.67,warn,74,False,False,미보급 · 동선 74,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817659,52,52750,5275036000,전북특별자치도 임실군 조월길 19-1 (신덕면 조월리),35.716433,127.1685,detached,1,1,19360101,,,,다마70a46b,RURAL,0.000215,6.155609,59.68,warn,75,False,False,미보급 · 동선 75,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817670,52,52750,5275036000,전북특별자치도 임실군 조월길 13-6 (신덕면 조월리),35.716259,127.168362,detached,1,1,19360101,,,,다마70a46b,RURAL,0.000215,6.155609,59.64,warn,76,True,False,미보급 · 동선 76,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817671,52,52750,5275036000,전북특별자치도 임실군 조월길 13-5 (신덕면 조월리),35.715947,127.168261,detached,1,1,19360101,,,,다마69b46b,RURAL,0.000214,6.155609,59.58,warn,77,False,False,미보급 · 동선 77,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817405,52,52750,5275036000,전북특별자치도 임실군 신덕3길 17-3 (신덕면 신덕리),35.702605,127.16116,detached,1,1,19360101,,,,다마69a45a,RURAL,0.000219,6.155609,60.16,warn,78,False,False,미보급 · 동선 78,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817415,52,52750,5275036000,전북특별자치도 임실군 신덕3길 17 (신덕면 신덕리),35.702546,127.161216,detached,1,1,19360101,,,,다마69a45a,RURAL,0.000219,6.155609,60.15,warn,79,False,False,미보급 · 동선 79,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817416,52,52750,5275036000,전북특별자치도 임실군 신덕3길 17 (신덕면 신덕리),35.702546,127.161216,detached,1,1,19360101,,,,다마69a45a,RURAL,0.000219,6.155609,60.15,warn,80,False,False,미보급 · 동선 80,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817708,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 416번지 416,35.718735,127.181288,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000224,6.155609,60.78,warn,81,False,True,미보급 · 동선 81,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817710,52,52750,5275036000,전북특별자치도 임실군 월성길 62 (신덕면 월성리),35.718684,127.18124,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000224,6.155609,60.76,warn,82,False,False,미보급 · 동선 82,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817730,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 447번지 447,35.718842,127.18066,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000224,6.155609,60.78,warn,83,False,True,미보급 · 동선 83,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817731,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 447번지 447,35.718842,127.18066,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000224,6.155609,60.78,warn,84,True,True,미보급 · 동선 84,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817734,52,52750,5275036000,전북특별자치도 임실군 신덕면 월성리 451번지 451,35.71846,127.180398,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000223,6.155609,60.66,warn,85,False,True,미보급 · 동선 85,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817740,52,52750,5275036000,전북특별자치도 임실군 월성길 53-9 (신덕면 월성리),35.718327,127.180357,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000223,6.155609,60.62,warn,86,False,False,미보급 · 동선 86,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817747,52,52750,5275036000,전북특별자치도 임실군 월성길 44-9 (신덕면 월성리),35.717897,127.182239,detached,1,1,19360101,,,,다마71a46b,RURAL,0.000223,6.155609,60.64,warn,87,False,False,미보급 · 동선 87,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816954,52,52750,5275036000,전북특별자치도 임실군 수지로 115-15 (신덕면 수천리),35.68389,127.180467,detached,1,1,19360101,,,,다마71a43a,RURAL,0.000215,6.155609,59.68,warn,88,False,False,미보급 · 동선 88,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119816969,52,52750,5275036000,전북특별자치도 임실군 수지로 113-3 (신덕면 수천리),35.684327,127.179695,detached,1,1,19360101,,,,다마71a43a,RURAL,0.000213,6.155609,59.46,warn,89,False,False,미보급 · 동선 89,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817778,52,52750,5275036000,전북특별자치도 임실군 지장2길 21-20 (신덕면 지장리),35.693752,127.20709,detached,1,1,19360101,,,,다마73a44a,RURAL,0.000214,6.155609,59.48,warn,90,False,False,미보급 · 동선 90,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817782,52,52750,5275036000,전북특별자치도 임실군 지장2길 23-2 (신덕면 지장리),35.693449,127.207723,detached,1,1,19360101,,,,다마73b44a,RURAL,0.000215,6.155609,59.61,warn,91,False,False,미보급 · 동선 91,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817785,52,52750,5275036000,전북특별자치도 임실군 지장2길 23-1 (신덕면 지장리),35.693389,127.207939,detached,1,1,19360101,,,,다마73b44a,RURAL,0.000215,6.155609,59.64,warn,92,False,False,미보급 · 동선 92,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817786,52,52750,5275036000,전북특별자치도 임실군 지장2길 25 (신덕면 지장리),35.69346,127.208184,detached,1,1,19360101,,,,다마73b44a,RURAL,0.000215,6.155609,59.63,warn,93,False,False,미보급 · 동선 93,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817791,52,52750,5275036000,전북특별자치도 임실군 신덕면 지장리 227번지 227,35.692935,127.208311,detached,1,1,19360101,,,,다마73b44a,RURAL,0.000217,6.155609,59.87,warn,94,False,True,미보급 · 동선 94,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
119817800,52,52750,5275036000,전북특별자치도 임실군 지장2길 17 (신덕면 지장리),35.692952,127.208125,detached,1,1,19360101,,,,다마73b44a,RURAL,0.000216,6.155609,59.84,warn,95,False,False,미보급 · 동선 95,RX-IOT,v0-20260805,2026-08-11T03:02:24+09:00
